id,value
id_176,9.428814888000488
id_177,19.037914276123047
id_178,21.137474060058594
id_179,24.642528533935547
id_180,43.87948989868164
id_181,35.33512878417969
id_182,30.762544631958008
id_183,14.757938385009766
id_184,5.487128257751465
id_185,43.53104019165039
id_186,36.83713150024414
id_187,34.9760856628418
id_188,16.717052459716797
id_189,24.68781280517578
id_190,15.403037071228027
id_191,14.596450805664062
id_192,31.515880584716797
id_193,72.7961654663086
id_194,30.74228858947754
id_195,11.312153816223145
id_196,61.57613754272461
id_197,17.771480560302734
id_198,20.052101135253906
id_199,21.084598541259766
id_200,151.15243530273438
id_201,24.03287124633789
id_202,61.52959060668945
id_203,7.37473201751709
id_204,59.69583511352539
id_205,34.02709197998047
id_206,14.10781192779541
id_207,15.87183666229248
id_208,62.71208572387695
id_209,14.163111686706543
id_210,41.939266204833984
id_211,70.87930297851562
id_212,20.17155647277832
id_213,95.39508056640625
id_214,42.7005729675293
id_215,72.7802963256836
id_216,99.16426086425781
id_217,75.86308288574219
id_218,31.220430374145508
id_219,21.22289276123047
id_220,32.431697845458984
id_221,49.665287017822266
id_222,28.294689178466797
id_223,40.756351470947266
id_224,43.639495849609375
id_225,10.661333084106445
id_226,8.097426414489746
id_227,86.83589172363281
id_228,29.938613891601562
id_229,0.739371657371521
id_230,40.931278228759766
id_231,15.803881645202637
id_232,23.031370162963867
id_233,6.8908586502075195
id_234,16.941822052001953
id_235,25.199155807495117
id_236,14.414340019226074
id_237,6.349563121795654
id_238,25.357769012451172
id_239,14.973553657531738
