TestDataID,Rating
423,3.90459
424,3.86524
425,4.32858
426,3.62198
427,4.07635
428,3.80538
429,4.18296
430,3.73041
431,3.75545
432,3.55757
433,3.35865
434,3.13182
435,3.3198
436,3.39692
437,3.28268
438,4.19731
439,3.47076
440,3.3215
441,3.80933
442,3.77248
443,3.71155
444,3.29783
445,3.3707
446,3.43412
447,3.77222
448,3.70473
449,3.60549
450,4.25222
451,3.4528
452,3.02456
453,3.46062
454,3.89731
455,3.25222
456,3.26674
457,3.40531
458,3.05508
459,3.62016
460,3.39452
461,3.37144
462,4.07567
463,3.46745
464,3.63455
465,4.05698
466,4.39223
467,3.07287
468,3.60298
469,3.57953
470,3.93
471,3.69577
472,3.6308
473,3.53303
474,3.78607
475,3.25843
476,3.14273
477,3.83474
478,3.28289
479,3.68803
480,3.38609
481,3.59611
482,3.58197
483,4.31284
484,4.79514
485,5.16764
486,3.82792
487,4.41739
488,4.34562
489,3.83372
490,3.08764
491,4.30146
492,3.74411
493,3.97321
494,3.81204
495,3.26255
496,3.51068
497,3.96158
498,2.69347
499,3.07753
500,4.08264
501,4.51344
502,4.00706
503,3.68138
504,4.01715
505,3.94444
506,3.90435
507,4.32173
508,4.15287
509,3.9712
510,3.73257
511,4.26651
512,4.23561
513,4.18723
514,3.99816
515,3.91195
516,3.79996
517,4.31572
518,3.87117
519,4.68889
520,3.66435
521,3.89939
522,4.14692
523,4.00117
524,3.5626
525,3.62039
526,3.77475
527,4.01484
528,4.30588
529,4.42635
530,3.79997
531,3.94796
532,4.66446
533,4.05196
534,4.65407
535,4.08659
536,3.37796
537,2.49371
538,4.11185
539,3.93728
540,3.81298
541,3.80502
542,4.1609
543,3.25776
544,2.93946
545,2.00863
546,3.45506
547,3.75653
548,2.96438
549,3.19474
550,2.56731
551,3.53253
552,2.2318
553,3.32237
554,1.74653
555,4.49134
556,3.40002
557,4.20555
558,3.71818
559,3.62853
560,3.76437
561,4.1887
562,2.72808
563,3.10745
564,3.49836
565,3.48192
566,3.50307
567,4.80143
568,3.85721
569,3.29086
570,3.82529
571,3.96634
572,3.31416
573,4.1261
574,3.26368
575,3.91776
576,3.64772
577,3.60084
578,3.85051
579,3.93594
580,3.07806
581,4.85447
582,4.13085
583,3.77023
584,3.86708
585,4.07878
586,3.98138
587,3.91717
588,3.49104
589,3.63195
590,3.67466
591,4.09705
592,4.52614
593,3.84905
594,3.25524
595,3.25909
596,4.89066
597,4.14827
598,3.54736
599,3.83446
600,3.39075
601,4.60395
602,3.62196
603,3.87496
604,3.47689
605,2.83459
606,3.64562
607,4.2641
608,3.69733
609,3.26702
610,3.98755
611,4.51262
612,3.32176
613,3.7474
614,2.89939
615,2.52664
616,3.29777
617,3.20239
618,2.92714
619,3.18527
620,4.3669
621,2.9054
622,2.99908
623,3.10938
624,2.79962
625,3.17656
626,2.78526
627,3.93512
628,2.83302
629,3.97189
630,3.49701
631,2.94117
632,3.74632
633,2.78911
634,3.45272
635,2.52319
636,3.46243
637,3.84073
638,3.46973
639,2.75024
640,3.03755
641,2.87011
642,3.39104
643,3.42884
644,4.97849
645,4.85115
646,4.00877
647,4.09714
648,3.85447
649,2.85781
650,3.88622
651,3.49002
652,3.02531
653,2.802
654,3.52841
655,3.59071
656,3.27516
657,4.06548
658,2.50329
659,2.38763
660,3.36437
661,3.67103
662,3.83473
663,3.67377
664,2.60271
665,4.20297
666,2.82438
667,3.28164
668,2.82326
669,3.13669
670,2.9395
671,3.71245
672,3.72172
673,3.1424
674,3.01422
675,2.29648
676,2.58393
677,2.97943
678,2.68662
679,3.64069
680,2.82645
681,2.14007
682,2.74899
683,2.49423
684,3.59175
685,2.77713
686,2.87866
687,2.08372
688,2.12024
689,2.47955
690,2.15317
691,3.51143
692,3.60576
693,3.45086
694,3.96019
695,3.03301
696,3.11911
697,3.14038
698,3.25007
699,3.95071
700,4.79006
701,2.12924
702,2.9253
703,4.03789
704,3.38605
705,3.9186
706,3.24039
707,4.19431
708,3.30685
709,3.84417
710,3.38345
711,3.64861
712,4.14576
713,4.03363
714,3.49259
715,3.32468
716,3.05896
717,2.17835
718,2.36622
719,3.31107
720,3.72259
721,4.10163
722,3.74884
723,3.78882
724,3.26253
725,3.64041
726,3.28168
727,3.35408
728,4.37878
729,3.24481
730,3.84212
731,3.69905
732,3.99384
733,4.19691
734,4.27178
735,5.19217
736,4.20022
737,4.76497
738,4.36165
739,4.70644
740,4.01615
741,4.54879
742,3.70449
743,3.2653
744,4.87485
745,3.81081
746,4.4495
747,4.92123
748,3.7306
749,3.95508
750,4.69647
751,4.2057
752,3.79768
753,3.0912
754,4.53874
755,3.83685
756,4.37862
757,2.66226
758,4.37312
759,4.04195
760,4.7281
761,3.94704
762,3.34467
763,4.11572
764,3.9935
765,4.00366
766,4.69515
767,4.57515
768,2.53174
769,4.93936
770,4.40331
771,2.29017
772,4.57197
773,4.63067
774,4.96519
775,3.71558
776,4.61053
777,3.4893
778,4.15945
779,4.52378
780,4.40031
781,3.94213
782,2.57011
783,4.39835
784,3.79115
785,4.26295
786,4.82347
787,4.33246
788,4.93753
789,4.9002
790,3.14181
791,3.34604
792,4.54415
793,5.24429
794,4.46956
795,4.66747
796,5.00187
797,5.00348
798,4.08003
799,4.50571
800,4.3403
801,4.07891
802,3.89168
803,4.20392
804,3.87385
805,4.18381
806,3.55883
807,1.83349
808,4.28205
809,2.39207
810,3.6491
811,3.94545
812,2.18862
813,4.61202
814,4.91535
815,4.53551
816,4.16282
817,4.81513
818,3.99898
819,3.31948
820,3.94025
821,4.49073
822,3.15552
823,3.86762
824,4.22578
825,4.50516
826,4.3717
827,3.22096
828,4.25739
829,4.1968
830,4.19799
831,2.17455
832,3.83632
833,4.35611
834,4.01488
835,3.22367
836,4.26951
837,3.33611
838,3.98145
839,4.56436
840,2.93912
841,4.27412
842,2.72968
843,3.84302
844,4.5662
845,4.59205
846,4.1112
847,4.12801
848,2.89012
849,2.48359
850,3.89457
851,4.03086
852,3.80769
853,4.75454
854,3.50862
855,4.88047
856,4.99501
857,4.91214
858,5.33672
859,4.66226
860,3.17826
861,2.96939
862,3.85828
863,3.47812
864,3.77534
865,2.96876
866,3.94987
867,3.81066
868,3.61548
869,2.25224
870,3.50193
871,3.80166
872,4.0591
873,2.70413
874,3.9387
875,3.64729
876,3.84757
877,3.46683
878,3.12776
879,3.93711
880,3.77152
881,3.43675
882,3.42141
883,4.49879
884,3.60837
885,3.3101
886,3.58421
887,3.0562
888,3.46758
889,3.87581
890,3.53055
891,2.57504
892,3.40811
893,3.95622
894,2.90846
895,3.69089
896,4.09345
897,3.02439
898,3.39355
899,3.60182
900,3.83811
901,4.06983
902,4.3302
903,3.45969
904,3.23189
905,3.21133
906,4.17745
907,3.77053
908,4.46858
909,3.98988
910,3.33445
911,3.40351
912,4.0821
913,3.29092
914,3.4744
915,3.31964
916,2.5864
917,2.51891
918,3.6065
919,3.14364
920,3.28845
921,4.00965
922,4.08091
923,3.73425
924,3.76458
925,3.62114
926,3.92533
927,3.32193
928,2.93711
929,3.26337
930,3.56068
931,3.89842
932,3.20487
933,3.4551
934,2.72448
935,3.775
936,3.5052
937,4.03898
938,3.78525
939,3.52914
940,3.93447
941,4.30517
942,3.05639
943,3.49194
944,4.07378
945,3.8047
946,3.33976
947,2.03649
948,2.58949
949,4.4321
950,2.35746
951,3.65052
952,3.87385
953,4.61194
954,4.85662
955,4.06147
956,4.16874
957,4.9312
958,4.85853
959,4.49823
960,4.55158
961,4.55494
962,4.4383
963,4.55977
964,5.15968
965,4.55264
966,4.34283
967,4.72991
968,4.08601
969,4.33216
970,3.98517
971,4.2276
972,3.60615
973,4.13704
974,4.92492
975,3.28978
976,4.35264
977,3.18137
978,3.46453
979,4.3708
980,3.85558
981,3.71302
982,3.91866
983,3.6277
984,3.79187
985,4.00147
986,2.49608
987,2.56063
988,4.00302
989,4.27189
990,4.23942
991,3.30664
992,3.66592
993,2.09764
994,1.67917
995,3.3943
996,3.27517
997,2.22726
998,3.45244
999,3.3036
1000,2.30587
1001,4.33221
1002,2.46287
1003,2.44374
1004,3.66792
1005,4.48628
1006,2.81311
1007,3.06932
1008,3.00254
1009,3.25563
1010,4.43323
1011,4.38341
1012,4.28833
1013,3.8015
1014,3.69312
1015,4.32182
1016,4.1113
1017,2.98807
1018,3.67958
1019,3.241
1020,4.22962
1021,3.40386
1022,4.08378
1023,3.79241
1024,4.07874
1025,4.61366
1026,4.09786
1027,4.09351
1028,4.08339
1029,4.12054
1030,4.03497
1031,3.91155
1032,4.12385
1033,4.00426
1034,3.87334
1035,3.5745
1036,4.49576
1037,4.53607
1038,4.2721
1039,4.87543
1040,3.55674
1041,3.62911
1042,4.57692
1043,4.46219
1044,2.67957
1045,2.56149
1046,3.52644
1047,4.18241
1048,3.61008
1049,3.10365
1050,2.9587
1051,3.4568
1052,3.6713
1053,3.48334
1054,3.71247
1055,3.77135
1056,3.19493
1057,3.71238
1058,3.47712
1059,3.82592
1060,3.86391
1061,3.73456
1062,3.14511
1063,3.50807
1064,4.01689
1065,2.98764
1066,3.75656
1067,3.84941
1068,3.51591
1069,4.11022
1070,4.38897
1071,3.41325
1072,4.74798
1073,4.47085
1074,4.46481
1075,4.50939
1076,3.63563
1077,4.76091
1078,3.57426
1079,4.10924
1080,3.90506
1081,3.79124
1082,3.61923
1083,4.44483
1084,4.35806
1085,3.75035
1086,3.8202
1087,3.29748
1088,4.10715
1089,2.87655
1090,3.18305
1091,3.28299
1092,2.21908
1093,3.88481
1094,2.73748
1095,3.70854
1096,4.13889
1097,3.21312
1098,3.03135
1099,4.09292
1100,4.47554
1101,3.18579
1102,4.35809
1103,4.35833
1104,4.09313
1105,3.45338
1106,3.89719
1107,3.03542
1108,3.29594
1109,3.89307
1110,3.45725
1111,4.45068
1112,3.76203
1113,4.25879
1114,4.40096
1115,4.46161
1116,3.80194
1117,3.9425
1118,3.58128
1119,2.59457
1120,4.49875
1121,4.46338
1122,3.78712
1123,4.01254
1124,4.98098
1125,4.27777
1126,3.39564
1127,4.12166
1128,3.03258
1129,3.56736
1130,3.53546
1131,3.72398
1132,3.43016
1133,2.9601
1134,3.85279
1135,3.24842
1136,2.82153
1137,3.69751
1138,3.65628
1139,3.5138
1140,3.757
1141,3.24546
1142,3.23877
1143,2.98112
1144,3.53819
1145,3.55783
1146,3.23836
1147,3.77743
1148,3.21576
1149,3.34064
1150,3.47153
1151,2.7879
1152,3.73549
1153,4.13936
1154,3.21466
1155,4.35059
1156,4.44395
1157,4.5185
1158,3.41891
1159,3.79232
1160,3.35036
1161,2.58093
1162,4.36009
1163,2.15938
1164,2.90763
1165,3.27982
1166,2.45868
1167,3.25754
1168,2.36138
1169,3.73011
1170,2.93837
1171,2.80926
1172,2.9205
1173,1.70553
1174,2.92603
1175,1.89352
1176,2.77518
1177,1.69323
1178,3.85868
1179,2.52584
1180,3.81989
1181,3.3121
1182,3.33159
1183,2.20419
1184,3.19108
1185,4.59329
1186,2.52504
1187,2.14121
1188,3.10451
1189,3.45364
1190,2.69848
1191,3.33372
1192,2.92562
1193,3.52735
1194,1.81133
1195,3.61061
1196,4.21882
1197,3.50363
1198,3.25552
1199,3.31441
1200,1.63572
1201,2.83342
1202,1.58282
1203,2.36526
1204,2.90361
1205,3.30576
1206,2.7191
1207,3.55524
1208,4.31601
1209,3.15028
1210,3.42778
1211,3.45059
1212,3.90265
1213,3.65277
1214,3.63523
1215,3.58675
1216,3.53622
1217,3.4173
1218,4.24193
1219,3.60959
1220,4.21386
1221,3.25418
1222,3.80329
1223,3.72142
1224,3.95591
1225,3.86702
1226,3.49477
1227,3.68878
1228,3.84019
1229,3.63788
1230,3.55417
1231,3.72341
1232,4.26567
1233,4.1049
1234,4.57683
1235,4.5364
1236,5.00358
1237,3.96908
1238,4.15514
1239,4.69998
1240,4.75349
1241,4.19864
1242,3.70756
1243,4.36555
1244,3.96309
1245,3.8807
1246,4.36362
1247,4.65705
1248,4.43939
1249,4.41348
1250,3.96631
1251,4.16866
1252,3.47284
1253,3.77726
1254,3.8695
1255,3.72033
1256,3.39875
1257,2.5902
1258,2.66541
1259,3.34227
1260,3.95134
1261,3.33307
1262,3.05896
1263,3.69452
1264,2.572
1265,2.93241
1266,3.28079
1267,2.41656
1268,3.89366
1269,3.40969
1270,4.94023
1271,4.54274
1272,4.84807
1273,4.82004
1274,4.46896
1275,3.98544
1276,4.46644
1277,4.72387
1278,4.68379
1279,4.86525
1280,4.73057
1281,4.5332
1282,2.49501
1283,2.96406
1284,3.97613
1285,4.25464
1286,3.00003
1287,3.29111
1288,2.70338
1289,2.79522
1290,3.0628
1291,2.34569
1292,3.5276
1293,3.55111
1294,4.17676
1295,4.26695
1296,4.76447
1297,4.07198
1298,4.13772
1299,4.31599
1300,4.31676
1301,3.54653
1302,3.81393
1303,4.20489
1304,3.96918
1305,4.44501
1306,3.34293
1307,4.76354
1308,3.75415
1309,3.15217
1310,3.86265
1311,4.1189
1312,4.63317
1313,3.4987
1314,4.40346
1315,3.68555
1316,4.15687
1317,4.7567
1318,4.15374
1319,3.91238
1320,3.61382
1321,3.94289
1322,3.76111
1323,3.82412
1324,3.8918
1325,4.58346
1326,4.01841
1327,4.07657
1328,3.60357
1329,3.50583
1330,3.58729
1331,3.64801
1332,3.68929
1333,3.97601
1334,3.47837
1335,2.95803
1336,4.21994
1337,3.87335
1338,4.33974
1339,3.92332
1340,3.85565
1341,4.15341
1342,3.75021
1343,4.21755
1344,3.9993
1345,4.05471
1346,3.82905
1347,3.09281
1348,4.38331
1349,3.44857
1350,2.43274
1351,2.55804
1352,2.50219
1353,5.11796
1354,4.9844
1355,3.84294
1356,3.65406
1357,3.66203
1358,4.45473
1359,4.60273
1360,3.93452
1361,2.95894
1362,4.85662
1363,4.12891
1364,4.06498
1365,4.58777
1366,4.56818
1367,4.70541
1368,4.29887
1369,3.62979
1370,3.62538
1371,3.18623
1372,3.15269
1373,3.63105
1374,2.91551
1375,3.88907
1376,3.28679
1377,3.45668
1378,3.57883
1379,3.43108
1380,3.90771
1381,4.19273
1382,3.80337
1383,4.24054
1384,3.19005
1385,3.29376
1386,3.6577
1387,3.80866
1388,3.80227
1389,3.70569
1390,3.86225
1391,2.9624
1392,3.07424
1393,3.5918
1394,3.57134
1395,4.46891
1396,3.93993
1397,2.91595
1398,4.27856
1399,4.32434
1400,3.93472
1401,3.50568
1402,3.167
1403,3.84633
1404,4.50585
1405,3.79721
1406,2.88427
1407,3.00478
1408,3.30128
1409,3.68582
1410,3.38232
1411,2.17241
1412,3.57785
1413,3.34651
1414,2.45983
1415,3.7525
1416,3.09893
1417,2.44261
1418,2.99627
1419,3.9745
1420,3.4349
1421,3.22781
1422,2.23595
1423,3.48495
1424,2.95534
1425,2.54659
1426,3.38443
1427,3.74483
1428,4.06383
1429,3.78034
1430,3.29275
1431,3.01801
1432,3.5259
1433,3.36197
1434,2.76724
1435,3.47398
1436,3.49277
1437,3.24202
1438,2.69252
1439,2.79515
1440,3.08236
1441,5.23857
1442,3.00462
1443,3.45793
1444,4.57426
1445,3.23032
1446,3.03874
1447,3.33932
1448,3.81269
1449,2.82045
1450,3.15155
1451,3.04412
1452,3.37023
1453,3.32285
1454,3.4869
1455,3.95247
1456,3.67625
1457,3.33582
1458,4.24789
1459,4.76062
1460,3.79938
1461,4.1623
1462,3.33194
1463,3.2185
1464,3.76448
1465,3.79182
1466,3.56699
1467,3.943
1468,3.73075
1469,4.09775
1470,4.71359
1471,3.74725
1472,3.1532
1473,3.97725
1474,3.93285
1475,3.69527
1476,3.80748
1477,3.82608
1478,3.80099
1479,4.22499
1480,3.43292
1481,3.6346
1482,3.18727
1483,3.43082
1484,3.49289
1485,3.51903
1486,3.52299
1487,3.86638
1488,4.08606
1489,3.18648
1490,3.43351
1491,3.80501
1492,3.15194
1493,3.67502
1494,3.63815
1495,4.56304
1496,4.25752
1497,4.45234
1498,4.17888
1499,3.98705
1500,4.34849
1501,4.10827
1502,4.60113
1503,4.65446
1504,3.77469
1505,4.17952
1506,3.38431
1507,3.77843
1508,2.86823
1509,2.78436
1510,3.5928
1511,2.53404
1512,3.93196
1513,3.13774
1514,3.54576
1515,3.51862
1516,3.54428
1517,3.7424
1518,3.78338
1519,3.73224
1520,4.05322
1521,2.01774
1522,3.21921
1523,3.48749
1524,3.83279
1525,3.63279
1526,3.99565
1527,3.92767
1528,3.51238
1529,3.63717
1530,3.89648
1531,3.31251
1532,2.88134
1533,3.75672
1534,3.73736
1535,3.46596
1536,3.45262
1537,2.86291
1538,2.06882
1539,3.43802
1540,3.15834
1541,3.15178
1542,2.90956
1543,3.40861
1544,2.55636
1545,3.31987
1546,3.12341
1547,2.30719
1548,3.92192
1549,3.38639
1550,3.32761
1551,3.41072
1552,4.62847
1553,3.36673
1554,3.43848
1555,3.83589
1556,3.9083
1557,3.57317
1558,3.52668
1559,3.3399
1560,2.71868
1561,3.41774
1562,3.33302
1563,4.16471
1564,4.22503
1565,3.48374
1566,2.90131
1567,2.80046
1568,4.46509
1569,3.26216
1570,3.37834
1571,4.01592
1572,3.87711
1573,3.96156
1574,4.26764
1575,4.08106
1576,4.0726
1577,3.85898
1578,4.19681
1579,3.57451
1580,4.44363
1581,4.25278
1582,3.95251
1583,4.39506
1584,4.34922
1585,3.72908
1586,4.2674
1587,3.78334
1588,3.92389
1589,3.26179
1590,3.98497
1591,3.80699
1592,3.5731
1593,3.45955
1594,3.80292
1595,3.85278
1596,4.05037
1597,3.50448
1598,3.71891
1599,3.49237
1600,3.71969
1601,3.80266
1602,4.24117
1603,4.38121
1604,4.7603
1605,3.23221
1606,3.73088
1607,4.00811
1608,3.37305
1609,4.65038
1610,3.67269
1611,3.65445
1612,3.75747
1613,4.41965
1614,4.53061
1615,3.62729
1616,4.14737
1617,4.11176
1618,4.10204
1619,4.70297
1620,3.07657
1621,3.50249
1622,4.44555
1623,3.53298
1624,4.19852
1625,4.70362
1626,4.60717
1627,4.42296
1628,4.5492
1629,4.83564
1630,4.45732
1631,4.72174
1632,4.7122
1633,4.61261
1634,4.39808
1635,4.55566
1636,3.44133
1637,4.29343
1638,5.00622
1639,4.53581
1640,3.85207
1641,4.08088
1642,2.81413
1643,2.84722
1644,4.2025
1645,3.12587
1646,2.92883
1647,3.83309
1648,3.87978
1649,3.249
1650,2.97103
1651,2.0937
1652,3.55265
1653,3.58794
1654,3.01494
1655,3.19252
1656,3.61454
1657,3.5154
1658,2.55102
1659,4.10038
1660,3.44908
1661,3.75778
1662,3.67337
1663,2.65789
1664,3.84335
1665,4.13457
1666,3.64485
1667,3.51687
1668,3.8135
1669,3.69264
1670,3.38961
1671,4.35434
1672,3.47717
1673,4.51724
1674,3.71461
1675,3.65229
1676,3.95631
1677,3.84416
1678,3.68571
1679,3.15915
1680,4.12431
1681,3.37781
1682,3.35935
1683,4.67667
1684,2.42894
1685,3.9755
1686,4.16497
1687,3.63102
1688,3.55384
1689,3.39526
1690,4.64263
1691,4.10313
1692,4.47736
1693,2.79211
1694,2.65579
1695,2.48134
1696,3.1082
1697,2.89937
1698,2.02253
1699,2.47148
1700,2.92344
1701,1.72052
1702,1.81151
1703,1.80638
1704,2.96512
1705,2.29072
1706,1.87199
1707,4.8098
1708,4.83651
1709,3.46319
1710,4.32587
1711,2.24205
1712,3.16357
1713,2.50052
1714,3.23546
1715,2.98137
1716,3.9186
1717,2.94549
1718,3.90778
1719,3.453
1720,3.98782
1721,4.23549
1722,2.87722
1723,2.87452
1724,3.69132
1725,1.4029
1726,2.5553
1727,3.40915
1728,4.28487
1729,3.47491
1730,2.58145
1731,3.46531
1732,2.67164
1733,3.52512
1734,3.04112
1735,3.11825
1736,3.24024
1737,3.21832
1738,2.80042
1739,4.17233
1740,3.06831
1741,3.16608
1742,2.8631
1743,2.82363
1744,2.00947
1745,2.72903
1746,2.90065
1747,2.87299
1748,3.35765
1749,3.2688
1750,3.44521
1751,3.10052
1752,3.82337
1753,3.70525
1754,2.3859
1755,3.1359
1756,4.49285
1757,3.52948
1758,3.79917
1759,3.66224
1760,3.6512
1761,3.44078
1762,3.98575
1763,3.80357
1764,3.2756
1765,4.03471
1766,3.09564
1767,3.67983
1768,3.11116
1769,3.37189
1770,3.14272
1771,3.78194
1772,3.48865
1773,3.82266
1774,3.54349
1775,3.84303
1776,3.54597
1777,3.87164
1778,4.00867
1779,3.71588
1780,4.55893
1781,4.55929
1782,4.46079
1783,4.35196
1784,4.03015
1785,4.5009
1786,4.99708
1787,3.64071
1788,4.17062
1789,4.04274
1790,3.68805
1791,4.24603
1792,4.00128
1793,3.30286
1794,3.12764
1795,3.92982
1796,4.02825
1797,3.91053
1798,3.95666
1799,4.16505
1800,3.78867
1801,3.55699
1802,3.39583
1803,3.42997
1804,3.91865
1805,3.02748
1806,3.82371
1807,4.0193
1808,3.74693
1809,3.53329
1810,4.17235
1811,4.22348
1812,4.00322
1813,3.61615
1814,3.49357
1815,3.93663
1816,3.6537
1817,3.6804
1818,3.19591
1819,3.32762
1820,3.34223
1821,3.59172
1822,3.07988
1823,4.3361
1824,3.50885
1825,3.53496
1826,3.25759
1827,3.58365
1828,4.53692
1829,3.90309
1830,3.32717
1831,3.78982
1832,4.04675
1833,3.88951
1834,3.12852
1835,3.48808
1836,3.54914
1837,3.1133
1838,2.41053
1839,3.24435
1840,3.84013
1841,4.00657
1842,4.04691
1843,4.1386
1844,4.0662
1845,4.45215
1846,3.94268
1847,4.19538
1848,3.50153
1849,3.61045
1850,3.84021
1851,3.82411
1852,4.22514
1853,2.3493
1854,4.10785
1855,3.90824
1856,3.67775
1857,3.93178
1858,2.94499
1859,4.3766
1860,3.65728
1861,3.90158
1862,3.92729
1863,4.00625
1864,4.06303
1865,4.03267
1866,4.38594
1867,4.28196
1868,3.67512
1869,3.61876
1870,3.70562
1871,3.4286
1872,3.83123
1873,4.01191
1874,3.944
